Prob. Real Authors,Truth Ratio Real Authors,Prob. Real World,Truth Ratio Real World,Prob. Retain,Truth Ratio Retain,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.3466098082261433,0.40819599316723576,0.3520808241100258,0.43224960708366844,0.954716187101763,0.5958156063010505,0.10352921311418768,0.36840286290223134,0.4540490794510312,0.0005039436209702519,temp,Marylou_Alireza
