Prob. Real Authors,Truth Ratio Real Authors,Prob. Real World,Truth Ratio Real World,Prob. Retain,Truth Ratio Retain,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.32523640438240675,0.38912895566084776,0.33100291743916693,0.41313863764588,0.9909906399661418,0.5336799645024102,0.9900760354330327,0.45332055129743826,0.42952194373416347,0.003018184077228396,temp,Marylou_Alireza
