bleu Real Authors,Prob. Real Authors,Truth Ratio Real Authors,bleu Real World,Prob. Real World,Truth Ratio Real World,bleu Retain,Prob. Retain,Truth Ratio Retain,bleu Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.04356406442488166,0.4043081956592228,0.49438467240505174,0.01053722365206659,0.4234602625901716,0.49909702787145,0.9222906242611235,0.9928794430080685,0.4807349971159543,0.5861596938685403,0.3203624149213479,0.5937691115854082,0.06876048629805666,0.16497269950224194,temp,Marylou_Alireza
