Prob. Real Authors,Truth Ratio Real Authors,Prob. Real World,Truth Ratio Real World,Prob. Retain,Truth Ratio Retain,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.35251220642473785,0.4122614011212534,0.3970933557829666,0.4718515672531675,0.912934246542098,0.504712591602688,3.179187087393516e-07,0.3130539482018713,0.46236604360840255,6.608193292756245e-06,temp,Marylou_Alireza
