Prob. Retain,Truth Ratio Retain,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.6980443305956575,0.5726164186813657,3.203928599927492e-21,0.30198269250764287,0.6291398312160715,5.862607555414685e-09,temp,Marylou_Alireza
