ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.9922660561931775,0.9928794430080685,0.4807349971159543,0.7329000094262044,0.3203624149213479,0.5937691115854082,0.7325803445296678,0.16497269950224194,temp,Marylou_Alireza
