bleu Retain,Prob. Retain,Truth Ratio Retain,bleu Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.9158371382106921,0.9932000217837961,0.43342250936696886,0.9140278638296603,0.9760184829906251,0.5257218490385231,0.6808956872489699,0.0005039436209702519,temp,Marylou_Alireza
