bleu Retain,Prob. Retain,Truth Ratio Retain,bleu Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.9390361144029986,0.9961431579726558,0.44811217165251377,0.10918759182305629,0.10820122823280695,0.7106440264732145,0.6976131503536731,1.0,temp,Marylou_Alireza
