ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.3429484518095218,0.5972942191837624,0.6457839310266164,0.0,1.979694174636972e-43,0.6354587340619483,0.48870979105738876,4.690711744567155e-17,temp,Marylou_Alireza
