Prob. Retain,Truth Ratio Retain,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.7050720555290281,0.5929036412814499,3.437177663374756e-19,0.2967024178985571,0.6441411655336977,2.8056764729484566e-08,temp,Marylou_Alireza
