ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.7544999999999998,0.4043081956592228,0.49438467240505174,0.8485754985754985,0.4234602625901716,0.49909702787145,0.9922660561931775,0.9928794430080685,0.4807349971159543,0.7329000094262044,0.3203624149213479,0.5937691115854082,0.5821424783664375,0.16497269950224194,temp,Marylou_Alireza
