bleu Real Authors,Prob. Real Authors,Truth Ratio Real Authors,bleu Real World,Prob. Real World,Truth Ratio Real World,bleu Retain,Prob. Retain,Truth Ratio Retain,bleu Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.045641431665290735,0.4192019458830646,0.5168764881427226,0.010119635043063204,0.431268004508182,0.5084330126183951,0.9289064614359972,0.996553959266686,0.4945743513510091,0.934388745510079,0.9987347045300854,0.5297905085761997,0.06744836920822059,0.003018184077228396,temp,Marylou_Alireza
