ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.1391666666666667,0.5377555378531402,0.7118966088148407,0.5415954415954415,0.4886032567728609,0.5952546356542799,0.3429484518095218,0.5972942191837624,0.6457839310266164,0.0,1.979694174636972e-43,0.6354587340619483,0.4061093132058553,6.608193292756245e-06,temp,Marylou_Alireza
