ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.000636441810222298,4.570382634298681e-26,0.266313646275638,0.00010416666666666666,2.192442051864125e-26,0.47968081954491465,1.371114790289604e-25,1.0,temp,Marylou_Alireza
