ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.9991111111111111,0.9964734400251959,0.49361337039919134,0.9173048240511179,0.8163398178655521,0.5363445576613168,0.7443603956981386,1.0,temp,Marylou_Alireza
