bleu Retain,Prob. Retain,Truth Ratio Retain,bleu Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.9393590345004877,0.9956579734209215,0.44055449033733113,0.9409064322926164,0.9879295159166608,0.5814257287088367,0.6914380619731331,0.0005039436209702519,temp,Marylou_Alireza
