ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.993850242854414,0.9924427760895952,0.4944750305961705,0.7839973463462452,0.4837565525695311,0.5573485247664743,0.7432826960600915,0.5363539385720079,temp,Marylou_Alireza
