ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.9974444444444444,0.9962651959868049,0.4938304816236918,0.9045670786786741,0.7543357059347815,0.5419601877007436,0.7441773167507267,1.0,temp,Marylou_Alireza
