bleu Retain,Prob. Retain,Truth Ratio Retain,bleu Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.9315092146777427,0.9968926091480224,0.4507409940157545,0.10619118024394596,0.10540296169263878,0.6705379709771236,0.6984520116138223,1.0,temp,Marylou_Alireza
