Prob. Retain,Truth Ratio Retain,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.4461946192240611,0.6184616163375829,4.829604157522955e-36,0.4979607724068035,0.5183912631871629,0.0005039436209702519,temp,Marylou_Alireza
