ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.021963857066044375,0.4461946192240611,0.6184616163375829,0.0,4.829604157522955e-36,0.4979607724068035,0.06074419716301773,5.862607555414685e-09,temp,Marylou_Alireza
