ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.7995,0.4192019458830646,0.5168764881427226,0.8321937321937323,0.431268004508182,0.5084330126183951,0.9984861111111111,0.996553959266686,0.4945743513510091,1.0,0.9984084908949694,0.500518087077202,0.5966154272390054,0.0001076362675415452,temp,Marylou_Alireza
