bleu Real Authors,Prob. Real Authors,Truth Ratio Real Authors,bleu Real World,Prob. Real World,Truth Ratio Real World,bleu Retain,Prob. Retain,Truth Ratio Retain,bleu Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.03989889293295995,0.39240534749999745,0.4758310666435009,0.01223091760026227,0.41981450129645553,0.4972274539804211,0.9302324235250453,0.9967551715349114,0.503857856054362,0.13729058000762828,0.11012571440717482,0.6824604235366916,0.07504412801668221,1.0,temp,Marylou_Alireza
