bleu Retain,Prob. Retain,Truth Ratio Retain,bleu Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.9317167218576743,0.9958612483604593,0.45118204044378557,0.936778127914465,0.9944100046534521,0.5127150680105446,0.6986746890937205,0.003018184077228396,temp,Marylou_Alireza
