bleu Retain,Prob. Retain,Truth Ratio Retain,bleu Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.8975893536391855,0.9964427614445467,0.30768665130772005,0.7869540300278582,0.9960566234104122,0.7039864486518721,0.5588960050494943,0.01430154804770646,temp,Marylou_Alireza
