bleu Retain,Prob. Retain,Truth Ratio Retain,bleu Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.8983914281524928,0.9970108973903163,0.3096375577767115,0.10631615036247836,0.317694923438423,0.7939698699455484,0.5612007151582902,1.0,temp,Marylou_Alireza
