Prob. Retain,Truth Ratio Retain,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.8127755246653404,0.4823284028591015,2.929951191603685e-18,0.24723890543362503,0.605394999371436,1.1207926208881015e-09,temp,Marylou_Alireza
