ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.9984861111111111,0.996553959266686,0.4945743513510091,1.0,0.9984084908949694,0.500518087077202,0.7449872007763816,1.0,temp,Marylou_Alireza
