bleu Retain,Prob. Retain,Truth Ratio Retain,bleu Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.9059459432543527,0.9952894725469011,0.4479615572443615,0.07857574128736292,0.11782019918254194,0.675454206663146,0.691103175964987,1.0,temp,Marylou_Alireza
