ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.6694999999999999,0.38166856851182146,0.4684036971405325,0.8386039886039887,0.3892443672961989,0.4640339404298722,0.9519655731027796,0.9340801415994082,0.4724906969424146,0.38725745531990563,0.01347590037919765,0.5429988849563223,0.5486913702650612,0.054141077480362725,temp,Marylou_Alireza
